Type,Key,Default,Translation,Character Limit
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[0].question.answers[0],Love it!,Ótimo!,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[0].question.answers[1],Pretty good,Muito bom,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[0].question.answers[2],I'm not sure,Não tenho certeza,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[0].question.answers[3],I probably won't come back ,Talvez eu não retorne ,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[1].title,How are the spend offers?,Como são as ofertas de gastos?,38
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[1].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[1].question.answers[0],Excellent,Excelentes,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[1].question.answers[1],Good,Satisfatórias,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[1].question.answers[2],Okay,Boas,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[1].question.answers[3],Not for me,Não gostei,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[2].title,What type of gift card would you like? ,Qual vale compras você prefere? ,38
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[2].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[2].question.answers[0],Amazon,Amazon,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[2].question.answers[1],Movie tickets,Ingressos para cinema,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[2].question.answers[2],Restaurants,Restaurantes,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[2].question.answers[3],Beauty,Beleza,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[3].title,Would you recommend it to a friend?,Recomendaria a um amigo?,38
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[3].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[3].question.answers[0],For sure!,Com certeza!,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[3].question.answers[1],I probably will,Provavelmente,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[3].question.answers[2],I'm not sure,Não tenho certeza,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[3].question.answers[3],I don't think so...,Acho que não...,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[4].title,What do you like best about it?,O que você mais gosta nele?,38
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[4].description,Complete the poll to earn ${amount} Kin,Responda e ganhe ${amount} Kin,24
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[4].question.answers[0],Completing polls,Responder enquetes,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[4].question.answers[1],Getting Kin,Ganhar Kin,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[4].question.answers[2],The gift cards,Os vale compras,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[4].question.answers[3],Trying something new,Tentar coisas novas,22
poll,offer_contents:ODqj6MK7iqcGpW0i0KDTS:content:pages[5].description,${amount},${amount},24
quiz,offer:O3vzdRQaqgaOP4rf36DOl:title,Take a quiz,Faça um teste,14
quiz,offer:O3vzdRQaqgaOP4rf36DOl:description,Geography,Geografia,18
quiz,offer:O3vzdRQaqgaOP4rf36DOl:orderTitle,Quiz,Teste,8
quiz,offer:O3vzdRQaqgaOP4rf36DOl:orderDescription,Completed,Concluído,24
quiz,offer_contents:O3vzdRQaqgaOP4rf36DOl:content:pages[0].description,What are the official languages of Canada?,Quais são as línguas oficiais do Canadá?,66
quiz,offer_contents:O3vzdRQaqgaOP4rf36DOl:content:pages[0].question.answers[0],English,Inglês,22
quiz,offer_contents:O3vzdRQaqgaOP4rf36DOl:content:pages[0].question.answers[1],English,Inglês,
quiz,offer_contents:O3vzdRQaqgaOP4rf36DOl:content:pages[0].question.answers[2],English,Inglês,
quiz,offer_contents:O3vzdRQaqgaOP4rf36DOl:content:pages[0].question.answers[3],English,Inglês,
quiz,offer_contents:O3vzdRQaqgaOP4rf36DOl:content:pages[1].description,What's the biggest country in the world?,Qual é o maior país do mundo?,66
quiz,offer_contents:O3vzdRQaqgaOP4rf36DOl:content:pages[1].question.answers[0],Canada,Canadá,22
quiz,offer_contents:O3vzdRQaqgaOP4rf36DOl:content:pages[1].question.answers[1],USA,EUA,22
quiz,offer_contents:O3vzdRQaqgaOP4rf36DOl:content:pages[1].question.answers[2],Russia,Rússia,22
quiz,offer_contents:O3vzdRQaqgaOP4rf36DOl:content:pages[1].question.answers[3],China,China,22
quiz,offer_contents:O3vzdRQaqgaOP4rf36DOl:content:pages[2].description,What is the most populated country in the world?,Qual é o país mais populoso do mundo?,66
quiz,offer_contents:O3vzdRQaqgaOP4rf36DOl:content:pages[2].question.answers[0],Canada,Canadá,22
quiz,offer_contents:O3vzdRQaqgaOP4rf36DOl:content:pages[2].question.answers[1],USA,EUA,22
quiz,offer_contents:O3vzdRQaqgaOP4rf36DOl:content:pages[2].question.answers[2],Russia,Rússia,22
quiz,offer_contents:O3vzdRQaqgaOP4rf36DOl:content:pages[2].question.answers[3],China,China,22
quiz,offer:OW8wZz5IarZBsiwHnE9ef:title,Take a quiz,Faça um teste,14
quiz,offer:OW8wZz5IarZBsiwHnE9ef:description,Kik,Kik,18
quiz,offer:OW8wZz5IarZBsiwHnE9ef:orderTitle,Quiz,Teste,8
quiz,offer:OW8wZz5IarZBsiwHnE9ef:orderDescription,Completed,Concluído,24
quiz,offer_contents:OW8wZz5IarZBsiwHnE9ef:content:pages[0].description,When was Kik founded?,Quando o Kik foi fundado?,66
quiz,offer_contents:OW8wZz5IarZBsiwHnE9ef:content:pages[0].question.answers[0],2006,2006,22
quiz,offer_contents:OW8wZz5IarZBsiwHnE9ef:content:pages[0].question.answers[1],2009,2009,22
quiz,offer_contents:OW8wZz5IarZBsiwHnE9ef:content:pages[0].question.answers[2],2008,2008,22
quiz,offer_contents:OW8wZz5IarZBsiwHnE9ef:content:pages[0].question.answers[3],2002,2002,22
quiz,offer_contents:OW8wZz5IarZBsiwHnE9ef:content:pages[1].description,What was Kik's first product?,Qual foi o primeiro produto da Kik?,66
quiz,offer_contents:OW8wZz5IarZBsiwHnE9ef:content:pages[1].question.answers[0],Chat,Chat,22
quiz,offer_contents:OW8wZz5IarZBsiwHnE9ef:content:pages[1].question.answers[1],Music Sharing,Compartilhar música,22
quiz,offer_contents:OW8wZz5IarZBsiwHnE9ef:content:pages[1].question.answers[2],Recipe Book,Livro de receitas,22
quiz,offer_contents:OW8wZz5IarZBsiwHnE9ef:content:pages[1].question.answers[3],Guide To Waterloo,Guia para Waterloo,22
quiz,offer_contents:OW8wZz5IarZBsiwHnE9ef:content:pages[2].description,What's Ted Livingston's favorite T-shirt color?,Qual é a cor da camiseta favorita de Ted Livingston?,66
quiz,offer_contents:OW8wZz5IarZBsiwHnE9ef:content:pages[2].question.answers[0],Yellow,Amarelo,22
quiz,offer_contents:OW8wZz5IarZBsiwHnE9ef:content:pages[2].question.answers[1],Black,Preto,22
quiz,offer_contents:OW8wZz5IarZBsiwHnE9ef:content:pages[2].question.answers[2],Purple,Roxa,22
quiz,offer_contents:OW8wZz5IarZBsiwHnE9ef:content:pages[2].question.answers[3],Red,Vermelho,22
quiz,offer:OX0SUP8ee1BnSVIeb5uil:title,Take a quiz,Faça um teste,14
quiz,offer:OX0SUP8ee1BnSVIeb5uil:description,Nobel Prize,Prêmio Nobel,18
quiz,offer:OX0SUP8ee1BnSVIeb5uil:orderTitle,Quiz,Teste,8
quiz,offer:OX0SUP8ee1BnSVIeb5uil:orderDescription,Completed,Concluído,24
quiz,offer_contents:OX0SUP8ee1BnSVIeb5uil:content:pages[0].description,The first winner of the Nobel Prize from Asia was...?,O primeiro vencedor do Prêmio Nobel da Ásia foi...?,66
quiz,offer_contents:OX0SUP8ee1BnSVIeb5uil:content:pages[0].question.answers[0],C. V. Raman,C. V. Raman,22
quiz,offer_contents:OX0SUP8ee1BnSVIeb5uil:content:pages[0].question.answers[1],Rajiv Gandhi,Rajiv Gandhi,22
quiz,offer_contents:OX0SUP8ee1BnSVIeb5uil:content:pages[0].question.answers[2],Rabindranath Tagore,Rabindranath Tagore,22
quiz,offer_contents:OX0SUP8ee1BnSVIeb5uil:content:pages[0].question.answers[3],Mother Teresa,Madre Teresa,22
quiz,offer_contents:OX0SUP8ee1BnSVIeb5uil:content:pages[1].description,The Nobel Prize was first awarded in...?,O Prêmio Nobel foi concedido pela primeira vez em...?,66
quiz,offer_contents:OX0SUP8ee1BnSVIeb5uil:content:pages[1].question.answers[0],1976,1976,22
quiz,offer_contents:OX0SUP8ee1BnSVIeb5uil:content:pages[1].question.answers[1],1958,1958,22
quiz,offer_contents:OX0SUP8ee1BnSVIeb5uil:content:pages[1].question.answers[2],1901,1901,22
quiz,offer_contents:OX0SUP8ee1BnSVIeb5uil:content:pages[1].question.answers[3],1972,1972,22
quiz,offer_contents:OX0SUP8ee1BnSVIeb5uil:content:pages[2].description,The Nobel Peace Prize is awarded in...?,O Prêmio Nobel da Paz é concedido em...?,66
quiz,offer_contents:OX0SUP8ee1BnSVIeb5uil:content:pages[2].question.answers[0],Oslo,Oslo,22
quiz,offer_contents:OX0SUP8ee1BnSVIeb5uil:content:pages[2].question.answers[1],Stockholm,Estocolmo,22
quiz,offer_contents:OX0SUP8ee1BnSVIeb5uil:content:pages[2].question.answers[2],Brussels,Bruxelas,22
quiz,offer_contents:OX0SUP8ee1BnSVIeb5uil:content:pages[2].question.answers[3],Geneva,Genebra,22
quiz,offer:OyzdRUvchshMMQvSIi4sl:title,Take a quiz,Faça um teste,14
quiz,offer:OyzdRUvchshMMQvSIi4sl:description,Tech,Tecnologia,18
quiz,offer:OyzdRUvchshMMQvSIi4sl:orderTitle,Quiz,Teste,8
quiz,offer:OyzdRUvchshMMQvSIi4sl:orderDescription,Completed,Concluído,24
quiz,offer_contents:OyzdRUvchshMMQvSIi4sl:content:pages[0].description,"The computer abbreviation ""OS"" stands for?",O que significa a abreviatura “OS” do computador?,66
quiz,offer_contents:OyzdRUvchshMMQvSIi4sl:content:pages[0].question.answers[0],Order of Significance,Ordem de significância,22
quiz,offer_contents:OyzdRUvchshMMQvSIi4sl:content:pages[0].question.answers[1],Operating System,Sistema operacional,22
quiz,offer_contents:OyzdRUvchshMMQvSIi4sl:content:pages[0].question.answers[2],Open Software,Software aberto,22
quiz,offer_contents:OyzdRUvchshMMQvSIi4sl:content:pages[0].question.answers[3],Optical Sensor,Sensor ótico,22
quiz,offer_contents:OyzdRUvchshMMQvSIi4sl:content:pages[1].description,Who developed Yahoo?,Quem desenvolveu o Yahoo?,66
quiz,offer_contents:OyzdRUvchshMMQvSIi4sl:content:pages[1].question.answers[0],Ritchie &Thompson,Ritchie e Thompson,22
quiz,offer_contents:OyzdRUvchshMMQvSIi4sl:content:pages[1].question.answers[1],Filo & Yang,Filo e Yang,22
quiz,offer_contents:OyzdRUvchshMMQvSIi4sl:content:pages[1].question.answers[2],Cerf & Kahn,Cerf e Kahn,22
quiz,offer_contents:OyzdRUvchshMMQvSIi4sl:content:pages[1].question.answers[3],Case & Bezos,Case e Bezos,22
quiz,offer_contents:OyzdRUvchshMMQvSIi4sl:content:pages[2].description,"The computer abbreviation ""DB"" usually stands for?",O que significa a abreviatura “DB” do computador?,66
quiz,offer_contents:OyzdRUvchshMMQvSIi4sl:content:pages[2].question.answers[0],Database,Banco de dados,22
quiz,offer_contents:OyzdRUvchshMMQvSIi4sl:content:pages[2].question.answers[1],Double Byte,Byte duplo,22
quiz,offer_contents:OyzdRUvchshMMQvSIi4sl:content:pages[2].question.answers[2],Data Block,Bloco de dados,22
quiz,offer_contents:OyzdRUvchshMMQvSIi4sl:content:pages[2].question.answers[3],Driver Boot,Boot do driver,22
quiz,offer:OzITjYlBRDdnDpyfX9s3g:title,Take a quiz,Faça um teste,14
quiz,offer:OzITjYlBRDdnDpyfX9s3g:description,Bitcoin,Bitcoin,18
quiz,offer:OzITjYlBRDdnDpyfX9s3g:orderTitle,Quiz,Teste,8
quiz,offer:OzITjYlBRDdnDpyfX9s3g:orderDescription,Completed,Concluído,24
quiz,offer_contents:OzITjYlBRDdnDpyfX9s3g:content:pages[0].description,In 2010,Em 2010,
quiz,offer_contents:OzITjYlBRDdnDpyfX9s3g:content:pages[0].question.answers[0],1,1,
quiz,offer_contents:OzITjYlBRDdnDpyfX9s3g:content:pages[0].question.answers[1],100,100,
quiz,offer_contents:OzITjYlBRDdnDpyfX9s3g:content:pages[0].question.answers[2],10,10,
quiz,offer_contents:OzITjYlBRDdnDpyfX9s3g:content:pages[0].question.answers[3],100 BTC,100 BTC,22
quiz,offer_contents:OzITjYlBRDdnDpyfX9s3g:content:pages[1].description,At the time of the pizza purchase,No momento da compra da pizza,
quiz,offer_contents:OzITjYlBRDdnDpyfX9s3g:content:pages[1].question.answers[0],$103.00 US,"US$ 103,00",22
quiz,offer_contents:OzITjYlBRDdnDpyfX9s3g:content:pages[1].question.answers[1],$41.00 US,"US$ 41,00",22
quiz,offer_contents:OzITjYlBRDdnDpyfX9s3g:content:pages[1].question.answers[2],$43.00 US,"US$ 43,00",22
quiz,offer_contents:OzITjYlBRDdnDpyfX9s3g:content:pages[1].question.answers[3],$22.00 US,"US$ 22,00",22
quiz,offer_contents:OzITjYlBRDdnDpyfX9s3g:content:pages[2].description,Small fractions of Bitcoin are called...,Pequenas frações de Bitcoin são chamadas...,66
quiz,offer_contents:OzITjYlBRDdnDpyfX9s3g:content:pages[2].question.answers[0],Saromashi,Saromashi,22
quiz,offer_contents:OzITjYlBRDdnDpyfX9s3g:content:pages[2].question.answers[1],Sashimi,Sashimi,22
quiz,offer_contents:OzITjYlBRDdnDpyfX9s3g:content:pages[2].question.answers[2],Sauromani,Sauromani,22
quiz,offer_contents:OzITjYlBRDdnDpyfX9s3g:content:pages[2].question.answers[3],Satoshi,Satoshi,22
quiz,offer:OmcmL8Fig4tw0Dk1TDFuZ:title,Take a quiz,Faça um teste,14
quiz,offer:OmcmL8Fig4tw0Dk1TDFuZ:description,Canada,Canadá,18
quiz,offer:OmcmL8Fig4tw0Dk1TDFuZ:orderTitle,Quiz,Teste,8
quiz,offer:OmcmL8Fig4tw0Dk1TDFuZ:orderDescription,Completed,Concluído,24
quiz,offer_contents:OmcmL8Fig4tw0Dk1TDFuZ:content:pages[0].description,Canada population is...,A população do Canadá é de...,66
quiz,offer_contents:OmcmL8Fig4tw0Dk1TDFuZ:content:pages[0].question.answers[0],34,34,
quiz,offer_contents:OmcmL8Fig4tw0Dk1TDFuZ:content:pages[0].question.answers[1],36,36,
quiz,offer_contents:OmcmL8Fig4tw0Dk1TDFuZ:content:pages[0].question.answers[2],42,42,
quiz,offer_contents:OmcmL8Fig4tw0Dk1TDFuZ:content:pages[0].question.answers[3],29,29,
quiz,offer_contents:OmcmL8Fig4tw0Dk1TDFuZ:content:pages[1].description,The Toronto Maple Leafs last won the Stanley Cup in...,O Toronto Maple Leafs venceu pela última vez a Stanley Cup em...,66
quiz,offer_contents:OmcmL8Fig4tw0Dk1TDFuZ:content:pages[1].question.answers[0],1977,1977,22
quiz,offer_contents:OmcmL8Fig4tw0Dk1TDFuZ:content:pages[1].question.answers[1],1990,1990,22
quiz,offer_contents:OmcmL8Fig4tw0Dk1TDFuZ:content:pages[1].question.answers[2],1982,1982,22
quiz,offer_contents:OmcmL8Fig4tw0Dk1TDFuZ:content:pages[1].question.answers[3],1967,1967,22
quiz,offer_contents:OmcmL8Fig4tw0Dk1TDFuZ:content:pages[2].description,Canada's top export is...,A principal exportação do Canadá é...,66
quiz,offer_contents:OmcmL8Fig4tw0Dk1TDFuZ:content:pages[2].question.answers[0],Maple Syrop,Xarope de bordo,22
quiz,offer_contents:OmcmL8Fig4tw0Dk1TDFuZ:content:pages[2].question.answers[1],Dairy Products,Laticínios,22
quiz,offer_contents:OmcmL8Fig4tw0Dk1TDFuZ:content:pages[2].question.answers[2],Lumber,Madeira serrada,22
quiz,offer_contents:OmcmL8Fig4tw0Dk1TDFuZ:content:pages[2].question.answers[3],Oil,Petróleo,22
quiz,offer:O749xc2HiEvJIR2VawZGV:title,Take a quiz,Faça um teste,14
quiz,offer:O749xc2HiEvJIR2VawZGV:description,Tech,Tecnologia,18
quiz,offer:O749xc2HiEvJIR2VawZGV:orderTitle,Quiz,Teste,8
quiz,offer:O749xc2HiEvJIR2VawZGV:orderDescription,Completed,Concluído,24
quiz,offer_contents:O749xc2HiEvJIR2VawZGV:content:pages[0].description,The first website came online in...,O primeiro site ficou on-line em...,66
quiz,offer_contents:O749xc2HiEvJIR2VawZGV:content:pages[0].question.answers[0],1991,1991,22
quiz,offer_contents:O749xc2HiEvJIR2VawZGV:content:pages[0].question.answers[1],1989,1989,22
quiz,offer_contents:O749xc2HiEvJIR2VawZGV:content:pages[0].question.answers[2],1993,1993,22
quiz,offer_contents:O749xc2HiEvJIR2VawZGV:content:pages[0].question.answers[3],1995,1995,22
quiz,offer_contents:O749xc2HiEvJIR2VawZGV:content:pages[1].description,Apple launched the first iPhone in...,A Apple lançou o primeiro iPhone em...,66
quiz,offer_contents:O749xc2HiEvJIR2VawZGV:content:pages[1].question.answers[0],1999,1999,22
quiz,offer_contents:O749xc2HiEvJIR2VawZGV:content:pages[1].question.answers[1],2003,2003,22
quiz,offer_contents:O749xc2HiEvJIR2VawZGV:content:pages[1].question.answers[2],2007,2007,22
quiz,offer_contents:O749xc2HiEvJIR2VawZGV:content:pages[1].question.answers[3],2001,2001,22
quiz,offer_contents:O749xc2HiEvJIR2VawZGV:content:pages[2].description,Blackberry (formerly RIM) launched it's first device in...,A Blackberry (antiga RIM) lançou seu primeiro dispositivo em...,66
quiz,offer_contents:O749xc2HiEvJIR2VawZGV:content:pages[2].question.answers[0],1996,1996,22
quiz,offer_contents:O749xc2HiEvJIR2VawZGV:content:pages[2].question.answers[1],1997,1997,22
quiz,offer_contents:O749xc2HiEvJIR2VawZGV:content:pages[2].question.answers[2],2001,2001,22
quiz,offer_contents:O749xc2HiEvJIR2VawZGV:content:pages[2].question.answers[3],1999,1999,22
quiz,offer:Oe1IukoZpEerz5EBIPzfU:title,Take a quiz,Faça um teste,14
quiz,offer:Oe1IukoZpEerz5EBIPzfU:description,Cryptocurrency,Criptomoeda,18
quiz,offer:Oe1IukoZpEerz5EBIPzfU:orderTitle,Quiz,Teste,8
quiz,offer:Oe1IukoZpEerz5EBIPzfU:orderDescription,Completed,Concluído,24
quiz,offer_contents:Oe1IukoZpEerz5EBIPzfU:content:pages[0].description,When was the first decentralized cryptocurrency created?,Quando foi criada a primeira criptomoeda descentralizada?,66
quiz,offer_contents:Oe1IukoZpEerz5EBIPzfU:content:pages[0].question.answers[0],2009,2009,22
quiz,offer_contents:Oe1IukoZpEerz5EBIPzfU:content:pages[0].question.answers[1],2005,2005,22
quiz,offer_contents:Oe1IukoZpEerz5EBIPzfU:content:pages[0].question.answers[2],2011,2011,22
quiz,offer_contents:Oe1IukoZpEerz5EBIPzfU:content:pages[0].question.answers[3],2001,2001,22
quiz,offer_contents:Oe1IukoZpEerz5EBIPzfU:content:pages[1].description,How many cryptocurrencies are there?,Quantas criptomoedas existem?,66
quiz,offer_contents:Oe1IukoZpEerz5EBIPzfU:content:pages[1].question.answers[0],500,500,22
quiz,offer_contents:Oe1IukoZpEerz5EBIPzfU:content:pages[1].question.answers[1],50000,50000,22
quiz,offer_contents:Oe1IukoZpEerz5EBIPzfU:content:pages[1].question.answers[2],more than 1500,mais de 1.500,22
quiz,offer_contents:Oe1IukoZpEerz5EBIPzfU:content:pages[1].question.answers[3],about 10000,cerca de 10.000,22
quiz,offer_contents:Oe1IukoZpEerz5EBIPzfU:content:pages[2].description,Who invented the first coin?,Quem inventou a primeira moeda?,66
quiz,offer_contents:Oe1IukoZpEerz5EBIPzfU:content:pages[2].question.answers[0],The Greeks,Gregos,22
quiz,offer_contents:Oe1IukoZpEerz5EBIPzfU:content:pages[2].question.answers[1],The ancient Egyptians,Antigos egípcios,22
quiz,offer_contents:Oe1IukoZpEerz5EBIPzfU:content:pages[2].question.answers[2],The Romans,Romanos,22
